business_id,name,full_address
qyfRWnz7tVDaX7aH0IDLQw,Tremblett's Valu-Mart,"1500 Bayview Ave Toronto, ON M4G"
deXHtVOMmihQ3lD5OV1fKA,Duffy's Diner,"1236 Bloor Street W Toronto, ON M6H 1N3"
OfhVq_81ieTBFtZftndY2Q,Crossfit 416,"390 Queens Quay W, Unit 114 Toronto, ON M5V 3A6"
cNGPEkf4zSEjHnQUXFtLpA,Veterinary Emergency Hospital,"150 Norseman Street Toronto, ON M8Z 2R4"
AHeilK8QgEn6on7tGFVYnQ,Roywoods,"121 Fort York Boulevard Toronto, ON M5V 4B3"
GZ12skjXwuMuH3LidRN-mA,Chipotle Mexican Grill,"1072 Don Mills Rd Toronto, ON M4P 2C9"
sMMWutp_B0351wr_oyG5fg,El Plebeyo Restaurant,"1453 Bathurst Street Toronto, ON M5R 3J2"
QnB24kLHmSNIaKSWr7JMLg,Seefu Hair Spadina,"222 Spadina Avenue, Unit 106 Toronto, ON M5T 3B3"
Q1wylp88CYdndJ_mWohO7A,JC's Grill House,"1686 Ellesmere Road Toronto, ON M1H 2V5"
UTj2l1Cdc6PFdPzVtJDndg,Mamma's Pizza,"405 Richmond St W Toronto, ON M5V 1X3"
SsVWizsaXOrp88SJRBoCeg,Donato Salon + Spa,"3401 Dufferin Street Toronto, ON M6A 2T9"
DjJpp6RSwrJ3NdHlK9ripw,The Shoe Company,"711 Yonge Street Toronto, ON M4Y 2B4"
K2-3hzUtmqK8BWuLAEiauw,Good Earth Coffeehouse,"198 Jarvis Street Toronto, ON M5B 2B7"
BqqzPXbKhz-nruNBH1WGhA,Heartbreaker by Barberella,"889 Dundas Street W Toronto, ON M6J 1V9"
BDak16xW_kLvirEz__La9w,Hammam Spa,"602 King Street W Toronto, ON M5V 1M6"
ELfenm4ou8wmAOnD9GX_PQ,Fading Fast Laser Tattoo Removal,"164 Eglinton Avenue E, Suite104 Toronto, ON M4P 1G4"
rSiSZlTzHi4Ox_rFHe9CdA,Taqueria,"687 Yonge Street Toronto, ON M4Y 1R4"
xAboCt1b_NoMjzTPOGPM8g,Burger Stomper,"364 Danforth Avenue Toronto, ON M4K 2Z1"
iOTh1kL-UixifUBgn2-E2A,Chelo & Co,"811 Queen Street W Toronto, ON M6J 1G1"
a_ciIZR8FKVtPU3G-UDvYA,Andrew's Formal Rentals,"1558 Eglinton Avenue W Toronto, ON M6E 2G8"
xthPwYusyF7mE2SO61lZTA,UFO Restaurant,"241 Niagara St Toronto, ON M6J 2L5"
PxPqvu9Mx1Z46RXypnSDnQ,Downtown Orthodontics,"1240 Bay Street, Suite 706 Toronto, ON M5R 2A7"
hrk8cTITGnWbK7NIQL6Aew,Royal Alexandra Theatre,"260 King St W Toronto, ON M5V 1H9"
D_X8kdLisgAD2ZdCsw4NMw,iRepair Danforth,"1517 Danforth Avenue Toronto, ON M4J 1N4"
L-Yj3Y1bYKTSg4uE9KTVBw,Adamson Barbecue,"176 Wicksteed Avenue Toronto, ON M4G 2B6"
3lZnIpmc0pqtej3eCIOP0Q,Mary-am Hotel,"170 Willowdale Avenue Toronto, ON M2N 4Y6"
Wp0A8vLxoJ3NugPUhncZjA,"Doris Jelacic, RMT","1817 Gerrard Street E Toronto, ON M4L 2B5"
qpqWDf2oLEy2fhhq9sqfNA,Hadley's,"940 College Street Toronto, ON M6H"
Tf299O_MA5NFrgqagutOjw,Bowl Fine Asian Cuisine,"522 Yonge Street Toronto, ON M4Y 1X9"
XWKim3JhH4GX3yKK1M7DGw,Apple Nails & Spa,"2362-A Yonge Street Toronto, ON M4S 2B8"
Idy1tSaSqH9oFDX8vkq4_g,Delica Kitchen,"1440 Yonge Street Toronto, ON M4T 1Y5"
_qfv85SEDWRFn6jkcxkZHQ,Geared To Win Sports,"5855 Leslie Street Toronto, ON M2H 1J8"
kiGc-yk1z1JgqTq7t6CcwA,Zuki Japanese Restaurant,"2030 Eglinton Avenue W Toronto, ON M6E 2K3"
oN7zVYLZQWGWdCMSObFaWA,Kaisar's Guest House,"372A College St Toronto, ON M5T 1S6"
Gx_RJGycgEPqsVUKKY9flw,TechWyse Internet Marketing,"1444 Dupont Street, Suite 32 Toronto, ON M6P 4H3"
vpV5NDk5otyfTZgmtZaENw,Pretty Yonge Thing,"5 Walton Street Toronto, ON M5G 1H7"
kQjdatbWn-fGdmdxZleyVA,Niren & Associates,"20 Eglinton Avenue W, Suite 2102 Toronto, ON M4R 1K8"
LLkLcSuaPH5-_urApO9LTQ,Freshii,"1250 Bay St Toronto, ON M5R"
WSPuIsPd9WvVCLwFHK0TDw,Jean Wu,"17 St. Patricks Sq Toronto, ON M5T"
A_e5r8RK_rwrVPS2AE8ElA,BE Six Fifty,"650 Bay Street Toronto, ON M5G 1M8"
X5e3xIixJUN3OMagh0_oLQ,Tropical Thai Cuisine,"993 Kingston Road Toronto, ON M4E 1T3"
dpcGWwukG1bW4lUhbxhviA,WingBurger,"45 Four Winds Toronto, ON M3J 1K7"
uuGEGvTJEWwUycI_03e7WQ,Bailey's Cafe,"324 Bathurst Street Toronto, ON M5T 2S3"
uQDVjBcG6t3t-5hSQnZ4lQ,La Tortilleria,"835 Kipling Avenue Toronto, ON M8Z 5G8"
u6ylhDrUV1v6g5Aex8rebw,Impact Kitchen,"573 King Street E Toronto, ON M5A 1M5"
2lXak8-VdhawV5PQyFSCYw,Curve Motors,"1850 Lawrence Avenue E Toronto, ON M1R 2Y4"
JFtUyOeDgriNijyftaBfew,Broad Lingerie,"1763 Danforth Avenue Toronto, ON M4C 1J1"
q0tMKr-hzS4UT0RArdZfzQ,Rooster Coffee House,"479 Broadview Avenue Toronto, ON M4K 2N4"
QteCo1aukiNRZsXLCYHCXw,Ben & Izzy's Deli,"3513 Bathurst Street Toronto, ON M6A 2C5"
iJcYL3XHQ1rSkL-U4lTSHw,La Vie Complex,"224 Richmond Street W Toronto, ON M5V 1V6"
Rl_l6TWkBzr6Op7egdZ-YA,Burrito Boyz,"1961 Kennedy Road Toronto, ON M1P 2M1"
H2OWHMqsLODI_aOLyQPJUQ,Giant Bicycles Toronto,"650 Queen Street W Toronto, ON M6J 1E4"
6md5a6HzI8oKkBTaOecygg,EPIC Restaurant,"The Fairmont Royal York, 100 Front Street W Toronto, ON M5J 1E3"
r1Bdq97VYZHqtbGlo7KkDg,Karisma Laser Medispa,"55 Town Centre CRT, Suite 700 Toronto, ON M1P 4X4"
S9-8BjiC0G_58fIeezypPQ,Freshii,"23 College Street Toronto, ON M5G 2B3"
mw2TffuWp9kEDd4EPPZ4aw,The Bedford Academy,"36 Prince Arthur Avenue Toronto, ON M5R 1A9"
CNLiKD4dXz3AZk3KKQ65Ng,Belljar Cafe,"2072 Dundas Street W Toronto, ON M6R 1W9"
zSkdFkXfhLU8AV3PCoMgRw,Digital Dreams Music Festival,"909 Lake Shore Boulevard W Toronto, ON M6K 3B9"
t-9HDrJq9KqUdZRJ1CvGyw,Crave Healthy Habits,"145 King Street W Toronto, ON M5H 1J8"
blQfk3qdp2WaMXEesW8hDg,The Bagel House,"450 Eglinton Avenue W Toronto, ON M5N 1A5"
7cGiBx1s4W5GHC1SbAsmGA,Mariko Japanese Restaurant,"355 Yonge St Toronto, ON M5B 1S1"
4-CK2oJ59VxeTkkoPMICsQ,Dollarama,"512 Bloor Street W Toronto, ON M5S 1Y3"
Fc3d4aD3-tiP983Ac7VcIQ,Aronis & Dimitra's Bistro,"782 Saint Clair Avenue W Toronto, ON M6C 1B6"
DQbbE26lEFq4rEFSaEEhRg,Swiss Chalet Rotisserie & Grill,"853 Milner Ave Toronto, ON M1B 3C3"
9EfhFpF4VByaEBbU61g2UQ,Hair Story,"588 Yonge Street Toronto, ON M4Y 1Z2"
nY86gf4U5Vy36fchGM4lNQ,Rosie Robin A Touch of Convenience,"616 Gladstone Avenue Toronto, ON M6H 3J2"
0a9uFl_rB7vAN__D4KPnNQ,Starbucks,"580-584 Queen Street W Toronto, ON M5V 2B7"
SitCGPChCqlHO3bfn4GKLA,The Birchcliff,"1666 Kingston Road Toronto, ON M1N 1S5"
f-2ZS7X9KbGGJ2Ql1dBwEg,Krave Coffee,"781 St.  Clair Avenue W, Unit 2 Toronto, ON M6C 1B7"
AwmUDlhD-LMfPp2WGFcoKw,Appletree Medical Centre,"2035 Sheppard Avenue E Toronto, ON M2J 4Z8"
t1wKgp6b2xNN-2U076iqqQ,KL Aesthetic Studio,"83 Yorkville Avenue Toronto, ON M5R 1C1"
0JqPI6mv7xHloURlf0L4Mg,Thai On Yonge,"370 Yonge Street Toronto, ON M5B 1S5"
UpbTdzW9OoVrnbpHyxnMWg,Mandarin Restaurant - Toronto,"2200 Yonge Street Toronto, ON M4S 2C6"
iOlS0uUFPB3vsMNs0HJVAQ,Equilibrium,"2962 Dundas Street W Toronto, ON M6P 1Z2"
7m96WmM7XS6hlM0KKtYCYA,Lakeside Medical Clinic,"125 The Queensway, Suite  D2 Toronto, ON "
NPDSmud-5U5qDUanVKgimA,Hero Certified Burgers - Front & Jarvis,"79 Front St. E. Toronto, ON M5B 1B8"
3jIKSDD4KVEOPDVKnWmYFQ,Best Buddy Moving,"45 Dunfield Avenue Toronto, ON M4S 1V8"
Bz6UcQZgRkrGtDwcagvt9w,Ronnie B's Southern Kitchen & Taps,"243 Carlton Street Toronto, ON M5A 2L2"
ZAw8PJAopCs-Rd1X8Y4xGQ,Shallow Groove Lounge,"559 College Street Toronto, ON M6G 1A9"
Hza5nxnDz-MEnCG-Im6-Nw,Gloria Espresso Bar & Cafe,"478 Roncesvalles Avenue Toronto, ON M6R 2N5"
C9QVknXuoDBdR9CBa_Flyw,Saffron Spice Kitchen,"459 Queen Street W Toronto, ON M5V 2A9"
tQWGRIdcblxhZCPI4bGo5Q,Y & E Postal Outlet and Variety,"2300 Yonge Street Toronto, ON M4P 1E4"
tqecN-DS3MkJUN8AOMiFVA,Coral Sea Fish Market,"198 Baldwin St Toronto, ON M5T 1L8"
OZzmKNnARCJHL7gDq2PZfQ,Toronto International Film Festival,"350 King St W Toronto, ON M5V 3X5"
UfFsXVjupaqXdH7CfvcO9A,Beaute D'amour Nails Studio,"823 Yonge Street Toronto, ON M4W 2G9"
0te6x2gG9Tm43FqhOBpBBQ,Foreign Exchange Centre,"Toronto Eaton Centre Toronto, ON M5B 2H1"
Y7oOB-c1CpgaN_3vYNyMDg,DF Salon,"1134 Yonge St, 2nd Floor Toronto, ON M4W 2L8"
E_Qr3fQrZCwOvEnEDYT4Kw,The Spoke Club,"600 King Street W Toronto, ON M5V 1M3"
7VShkfLFDaTngFMd8fl5Rw,Bigman's Pizza,"1528 Bayview Avenue Toronto, ON M4G 3B6"
ljTAGMtCHd7Sm3WHvgTuHw,"Nabila Nashid, DDS - Parkdale Dental Clinic","1294 Queen Street W Toronto, ON M6K 1L4"
c5hy97P0kmHxncwWwoTK3g,Cycle Shoppe,"650 Queen Street W Toronto, ON M6J 1E4"
3hD4PFmWWsZugHbYYvCGow,Trinity Community Recreation Centre,"155 Crawford Avenue Toronto, ON M6J"
GE0OgaPz42hvKuSLKo42WQ,Richtree Market Restaurants,"42 Yonge Street Toronto, ON M5E 1T1"
2TGbIdKD-smMD7udsLig3Q,Louis Shoe Repair,"258 Soudan Avenue Toronto, ON M4S 1W4"
OaKWXPZl3yfEbhcGWFGTCw,Tim Hortons,"2696-2708 Keele Street Toronto, ON M3M 3G5"
JE1cNabNVZaVvDkr0tG5cA,Screemers,"180 Princes' Blvd Toronto, ON M6K 3C3"
Z81QxtK4P6IYxWHhgvq6sQ,Alla Wellness & Beauty Lounge,"1963 Avenue Rd Toronto, ON M5M 4A5"
2PZRu5q70e0p7jEMxaXsDw,The Bier Markt,"7 O'Neill Rd Toronto, ON M3C 0H2"
mDsyZ45b5FiFNGrCZAEwgw,The LEGO Store,"Sherway Gardens, 25 The West Mall Toronto, ON M9C 1B8"
AqRIiqN8x1JX5c9t2jE71g,TD Canada trust,"61 Hanna Avenue Toronto, ON M6K 3N7"
dDYbnQHBi0dqZH2kmiNaSA,Pho Jade,"1208 Bloor Street W Toronto, ON M6H 1N1"
gOvEzwpu3KbW5aJReQzYRg,North Poke,"179 Baldwin Street Toronto, ON M5T 1L9"
z1GRuIXQS13KgsDE66ILuA,Pancho's Bakery,"1017 Dufferin Street, Toronto Toronto, ON M6H 4B5"
X1uGPGLXPLfSx9OTA5_vQg,Zaza Espresso Bar,"75 Yorkville Avenue Toronto, ON M5R 1B8"
4MmrIbpuIIaJkXR2b27MuQ,Bead Junction,"389 Roncesvalles Toronto, ON M6R 2N1"
jJRoJPnRJFvsjZ3Pylhx7Q,Bite Bar,"199 Bay Street, Suite C-194 Toronto, ON M5J"
E6UpJm89nnSIr0UBhBbSEQ,Anemone Flowers,"55 University Ave, Unit C-002 Toronto, ON M5J 2H7"
6OSaK0K6c4YFMtb8DtfY9g,The Strathcona Hotel,"60 York St Toronto, ON M5J 1S8"
WdkbR9X-xWX3e1COXBp_LQ,barre3 - Toronto,"325 King St W Toronto, ON M5V 1M3"
29zc-Uw40X7LnH8jBMSWuw,Nosso Talho,"1326 Dundas St W Toronto, ON M6J 1Y1"
09ph2oKydf70jYAkPEodmg,Good Fortune Bar,"130 Eglinton Avenue E Toronto, ON M4P 2X9"
qk_GhJr3sg1LS4dQjA0nWA,Little Burgundy,"393 Queen Street W Toronto, ON M5V 2A5"
F0ZFOi_v4H1ihJztMS6Kiw,The Freeze Clinic,"808 Danforth Avenue Toronto, ON M4J 1L6"
wxkGpZEB5_U0hIMeFxL3-A,Pizzaworks,"700 King Street W Toronto, ON M6J"
cBiLO_HRusHL7D-ZepDlaQ,Miga,"584 Bloor St W Toronto, ON M6G"
Ck3j6Cs7zHhOMZcXuvMsbQ,Sweet Mango Sugaring & Esthetics,"240 Queen Street W, 3rd Floor Toronto, ON M5V 1Z7"
3a9Hw1932ut0XMAZKC1e2A,Image Xpress,"193 College Street Toronto, ON M5T 1P9"
Hb6DDF_9I6JoIL_Hk-qAnQ,Darling Spa,"20 Maud Street, Unit B2, Lower Level Toronto, ON M5V 2M5"
UPIsMr57W8SjzCYQezr-dw,Miraj Hammam Spa by Caudalie,"Shangri-La Hotel, 188 University Avenue Toronto, ON M5H 0A3"
yQTmBjFaNsJBDxu0wsL6lQ,Compton Robin,"80 Charles Street E Toronto, ON M4Y 2W6"
9UX9_Vec2gxrrHvBjdzXgQ,Tappo Wine Bar & Restaurant,"55 Mill Street Toronto, ON M5A 3C4"
lPu95iYeCzkXnKEGmmiicg,Toronto North  Animal Hospital,"317 Sheppard Avenue E Toronto, ON M2N 3B3"
MsZO_V3RDETHL8q7RFCljg,Richtree Natural Market Restaurants,"14 Queen Street W, Toronto Eaton Centre Toronto, ON M5H 3X4"
kJ56g0_EOnLNKlCy6zd62Q,Classic Maids," Toronto, ON "
qfcNdzWyYLh3F0YYMjo0mg,Joons Restaurant,"605 Bloor St W Toronto, ON M6G 1K6"
0fv9wz_Do4pgYvJQxHzSUA,The Strath Pub,"60 York Street Toronto, ON M5J 1S8"
G1Jw8Tfka6D7wN7iEumMFg,Salon Liberte,"365 Yonge Street Toronto, ON M5B 1S1"
UnF-7y1sJ6OYfc43yoNDhQ,University Club of Toronto,"380 University Avenue Toronto, ON M5G 1R6"
UNMrM-9MSS1wZEoATX1avw,Dr. Howard Lim & Associates,"758 Dundas St. West Toronto, ON M6J 1T8"
R1YBPobZ-EtNeY8-goCMaQ,The Owl,"280 Spadina Avenue Toronto, ON M5T 3A5"
6Q5-2NE3drIe31Ii3xzcQQ,European Beauty,"112 Cumberland Street, Unit 202 Toronto, ON M5R 1A6"
m8SkL136H8FzkFGvAQCdPA,Wildfire Steakhouse & Wine Bar,"8 Colborne Street Toronto, ON M5E 1E1"
R6ezlXlUBlfzeI_sJ4xuGQ,Best Western Roehampton Hotel & Suites,"808 Mount Pleasant Road Toronto, ON M4P 2L2"
3num8fBJ9Z0T_HfshUNcrA,Geraldine,"1564 Queen Street W Toronto, ON M6R 1A6"
gEWZzRVz2wA0ywIb3YnKYg,Nailopolis,"609 Mount Pleasant Road Toronto, ON M4S 1P1"
Onnk1dC98D8w7g4UXoXxLQ,Popeyes Louisiana Kitchen,"2202 Jane Street Toronto, ON M3M 1A4"
bo4loBeLwkQqZ7HGrgxXRQ,Trattoria Taverniti,"591 College Street Toronto, ON M6G 1B2"
n2N7C1MltVF2wa7JBE5O7w,Doggy Boom," Toronto, ON M4R"
TuZWA3GnIuRxN6Fc6hYVlQ,Canada's Best Damn Sports Bar & Grill,"3200 Dufferin St Toronto, ON M6A 2T2"
Gl6xFX8vM5dqknF9azPCMQ,The Keg Steakhouse + Bar - Esplanade,"26 The Esplanade Toronto, ON M5E 1A7"
RFbMVekR8lU9tPJ8sWrwHg,Tavolino,"619 Mount Pleasant Road Toronto, ON M4S 2M5"
TqnrZ58PJpZ0EzzjObp1ug,Nova Era Bakery,"200 Geary Avenue Toronto, ON M6H 2B9"
N0l4hT7UCywbZ9UEZ1R9kQ,Patois Toronto,"794 Dundas Street W Toronto, ON M6J 1V1"
GG4qRCnxiChJTswr602R4g,Nataraj Indian Cuisine,"394 Bloor Street W Toronto, ON M5S 1X4"
SucJwTrxbA0ko8V0HddGzg,Thai Chef Cuisine,"233 Roncesvalles Avenue Toronto, ON M6R 2L6"
8xlKPcQWpGtGqSUYmDmJFw,Donna Dolphy Hair,"88 Scollard St, 2nd Fl Toronto, ON M5R 1G2"
q9EX12JpLrW3BLnmWOaE-w,Movie Art Decor,"1566 Bloor Street W Toronto, ON M6P 1A4"
VghejSa_mjn-W7BfGQsDtA,Monk Kitchen,"348 Adelaide Street W Toronto, ON M5V 1R7"
KI5M4nnQgnujNJoazj-3gQ,BSC Moto,"24 Scarlett Road Toronto, ON M6N 4J9"
89sXlS6CuqSKJOkXIFOW_g,Kitchen King West Indian Restaurant & Catering,"20 Nugget Avenue, Unit 9 Toronto, ON M1S 4G5"
yZ5te-PojX-JYed2qI_hNQ,Wild Wing,"2819 Kingston Road Toronto, ON M1M"
8bib49DjADw9GxQJNydafg,Aroma Espresso Bar,"88 Queens Quay W Toronto, ON M5J 0B8"
Jr8OvuZStssBpW8mxsarnw,Mong Sushi & Grill,"214 Laird Drive Toronto, ON M4G 2G3"
vg5cRkCI7jCiReJqB9C7uw,Community Bicycle Network,"761 Queen Street W Toronto, ON M6J 1G1"
BBwOjZlqBv9lJptG2UD67Q,Pho Spring Garden,"25 Spring Garden Avenue Toronto, ON M2N 5N6"
oBCSXS9PGJ9-PR7U4Wmw0A,The Dancewear Centre,"1150 Sheppard Avenue W, Unit 11 Toronto, ON M3K 2B5"
m65oi2C7b1CJM7DaXbFi-g,Caffe Demetre,"3250 Dufferin Street, Unit 3 Toronto, ON M6A 2T3"
ohZEAOsjOYPINsqaqKnzfA,Flaming Stove,"21 Davisville Avenue Toronto, ON M4S 1G3"
oWEmxRdJptRxrh6Mzd8KFA,Off the Wall Art & Framing,"450 Queen Street W Toronto, ON M5V 2A8"
01g3uA1reCJUt5HzXeJlsg,Vapor Lyfe,"925 Danforth Avenue Toronto, ON M4J 1L8"
Vi6B2DYOuLiTRSaCQhxQ1w,Poutine Machine,"250 Fort York Boulevard Toronto, ON M5V 3K9"
-PKUAor_Nz_IaNjP_jIwyA,Playa Cabana - Hacienda,"14 Dupont Street Toronto, ON M5R 1V3"
aRkP-RzuuUQLfUx8Kk4aVw,Nice One Nails,"61 Snooker Ave Toronto, ON M6K 3N7"
ODWgd31ztCy6s-hGJrGjNQ,Hertz Rent A Car,"2450 Derry Road East Toronto, ON L5P 1B2"
mruax-1iDdb8GlAKwLy8JQ,Hotel Indigo Toronto Airport,"135 Carlingview Drive Toronto, ON M9W 5E7"
mNnivjpQEf8A6pqNChILRg,Mam Green Salad,"220 Bay Street Toronto, ON M5L 1E9"
ZP5N3k-NidiKb6S7niFdBw,Tokyo Sushi,"1614 Bayview Avenue Toronto, ON M4G 3B7"
vUczj8SVTJ8bKIjZ7yKsvQ,Heaven's Grill,"424 Wilson Avenue Toronto, ON M3H 1S9"
-Ur7EZ0I4HOmnzkJNsmnww,Owl Optometry,"217 Roncesvalles Avenue Toronto, ON M6R 2L6"
UNrAjQvmbszSL6SmV9FIyg,Eko,"288 Queen Street W Toronto, ON M5V 2A1"
Gbj5eesDWGgjqhjDX-Rjjg,KFC,"466 Queen Street W Toronto, ON M5V 2B2"
pyvxQ1eCeU62I9cWr5uo1g,2 Bros Cuisine,"1500 Royal York Road Toronto, ON M9P 3B5"
2vuAlukfUZf3vbHsexEeDw,McDonald's,"630 Keele Street Toronto, ON M6N 3E2"
P9IA7UuzjzmdBMsdDDhtsg,Augusta's Samitorium,"602 Dundas Street W Toronto, ON M5T 1H7"
o2uZemnFnlyEV0YDEiWBIw,Double D's,"1020 Gerrard Street E Toronto, ON M4M 1Z5"
9YAxSh6w7Tk46RJD9B_VcQ,Rita's Ice,"347 College Street Toronto, ON M5T 2V8"
NT-AQQcfp7TZnjFMwukKxQ,Dave's No Frills,"3401 Lawrence Avenue E Toronto, ON M1H 1E7"
nnQmCFa0iozJYHrFbt6b3w,Best Tours,"Fashion District Toronto, ON M6P 1Z3"
tzQj4qg9RNkjwWlclZj8Nw,My Little Bike Shop,"882 College Street Toronto, ON M6H 1A3"
XTuSBIvEyaned0jPqO1ydw,"John Goldhar, MD","150 York Street Toronto, ON M5H 3S5"
0QjROMVW9ACKjhSEfHqNCQ,Mi Mi Restaurant,"688 Gerrard Street E Toronto, ON M4M 1Y3"
HOGdBz2w9VZbw2yyM-WA3g,The Mugshot Tavern,"1729 Bloor Street W Toronto, ON M6P 1B2"
2-bnI3ByASdnWTgb2oJQbQ,Swansea Memorial Public Library,"95 Lavinia Avenue Toronto, ON M6S 3H9"
rXWcN5J1_dQY470Ogl75IA,Cosimo's No Frills,"449 Parliament Street Toronto, ON M4W 1A7"
CNdl34gVpQD1OonYZyCAUw,Royal Canadian College of Massage Therapists,"220 Lesmill Road Toronto, ON M3B 2T5"
EqNtK4J5CHYQee-qX-WxRQ,Frog and the Crown,"1871 O'Connor Drive Toronto, ON M4A 1X1"
BxkVct02QHybp54ATZgkUQ,Jaipur Grille,"2066 Yonge Street Toronto, ON M4S 2A3"
ZL0TTcdLwL4tj9rzAnj6ZQ,Pulp Kitchen,"565 Danforth Ave Toronto, ON M4K 1P9"
rFay7nyXCrocFPsyb0hpOQ,Table 21,"2956 Bloor Street W Toronto, ON M8X 1G2"
lN5TlKIjcQIaOICgLFr-XQ,Potbelly Sandwich Shop,"4841 Yonge Street, Sheppard Centre Toronto, ON M2N 5X2"
GcntNWmdYd10j5vSlmgDBA,RiverdaleMac,"345 Danforth Avenue Toronto, ON M4K 1N7"
iQJ0IvKNbOh_6DSkUCv9dQ,Marcel's Bistro,"315 King Street W Toronto, ON M5V 1J5"
eg0OwsieMCvRRDE-u8-3EQ,Cleopawtra Spa for Cats," Toronto, ON M4A"
9LE2yGl23qxitNc9mkpbjA,Fresca Pizza & Pasta,"302 College Street Toronto, ON M5T 3M1"
SGRYspSYh7PMel7Nx-QU4Q,The 460,"460 Spadina Avenue Toronto, ON M5T 2G8"
zWB6hcE7Pxww0VoI2fYIWw,Essential Beauty Bar,"225 Queen St W, 2nd Fl Toronto, ON M5V 1Z4"
H0R1UV3n7vTvmef_CqFqUQ,Pet Uno,"675 College Street Toronto, ON M6G 1B9"
hPGdg4LjrW_FH7mwFxFnQw,Holiday Inn Toronto Bloor-Yorkville,"280 Bloor Street West Toronto, ON M5S 1V8"
bMKOBGQDBtEakrlTcJ2sgw,Fahrenheit Coffee,"529 Richmond Street W Toronto, ON M5V"
KZ8g6lYM7lIfHkZbcrDD9g,Ten Ren's Tea - Yorkdale Center,"Yorkdale Shopping Center, 3401 Dufferin Street, Suite  K711 Toronto, ON M6A 2T9"
_OAPdOJiAE-8ROsJPVPxYA,La Saucisserie,"229 Ossington Ave Toronto, ON M6J 2Z8"
iEa6NN-SY74y2CdEg1BtOw,Sandwich Box,"388 Richmond Street W Toronto, ON M5V"
zdfqPQbSZt3jqgas7wl_lQ,Shoppers Drug Mart,"220 Yonge Street Toronto, ON M5B 2H1"
YhZNYAnifMOmIddWh2YwcQ,Porteree,"583 College Street Toronto, ON M6G 1B2"
